Branch,Card_Number,Prize
Hebron,HN875,خصم الأصحاب
Hebron,HN876,خصم المسجلين المبكرين 10%
Hebron,HN877,دورة مهارات الحاسوب
Hebron,HN878,خدمة تجميل
Hebron,HN879,خصم 5%
Hebron,HN880,خصم الأصحاب
Hebron,HN881,خدمة تجميل
Hebron,HN882,خصم الأصحاب
Hebron,HN884,هدية فورية
Hebron,HN885,لقاء مجاني لبرنامج من اختيارك
Hebron,HN886,2 بسعر 1 للدورات القصيرة
Hebron,HN887,خصم 8%
Hebron,HN888,خصم 5%
Hebron,HN889,خصم 5%
Hebron,HN890,لقاء مجاني لبرنامج من اختيارك
Hebron,HN891,دورة مهارات الحاسوب
Hebron,HN892,جلسة تصوير
Hebron,HN894,هدية فورية
Hebron,HN895,خصم 8%
Hebron,HN896,خدمة تجميل
Hebron,HN897,دورة مهارات الحاسوب
Hebron,HN898,دورة لغة انجليزية
Hebron,HN900,خصم المسجلين المبكرين 10%
Hebron,HN901,لقاء مجاني لبرنامج من اختيارك
Hebron,HN902,سحب على الجائزة الكبرى
Hebron,HN903,خصم 8%
Hebron,HN905,دورة مهارات الحاسوب
Hebron,HN906,2 بسعر 1 للدورات القصيرة
Hebron,HN907,خصم 5%
Hebron,HN908,خصم المسجلين المبكرين 10%
Hebron,HN909,خدمة تجميل
Hebron,HN910,هدية فورية
Hebron,HN911,هدية فورية
Hebron,HN912,خصم المسجلين المبكرين 10%
Hebron,HN914,خصم 5%
Hebron,HN915,خصم الأصحاب
Hebron,HN916,لقاء مجاني لبرنامج من اختيارك
Hebron,HN917,خصم 8%
Hebron,HN918,دورة مهارات الحاسوب
Hebron,HN919,خصم 8%
Hebron,HN920,لقاء مجاني لبرنامج من اختيارك
Hebron,HN921,سحب على الجائزة الكبرى
Hebron,HN923,خصم 8%
Hebron,HN926,خصم الأصحاب
Hebron,HN927,خصم المسجلين المبكرين 10%
Hebron,HN928,دورة مهارات الحاسوب
Hebron,HN929,دورة لغة انجليزية
Hebron,HN930,خصم 8%
Hebron,HN931,هدية فورية
Hebron,HN932,خصم المسجلين المبكرين 10%
Hebron,HN933,لقاء مجاني لبرنامج من اختيارك
Hebron,HN934,لقاء مجاني لبرنامج من اختيارك
Hebron,HN935,جلسة تصوير
Hebron,HN936,سحب على الجائزة الكبرى
Hebron,HN937,خصم الأصحاب
Hebron,HN938,خصم الأصحاب
Hebron,HN939,دورة مهارات الحاسوب
Hebron,HN940,خصم 8%
Hebron,HN941,سحب على الجائزة الكبرى
Hebron,HN942,هدية فورية
Hebron,HN943,خصم 8%
Hebron,HN944,جلسة تصوير
Hebron,HN945,جلسة تصوير
Hebron,HN946,خصم المسجلين المبكرين 10%
Hebron,HN948,خدمة تجميل
Hebron,HN949,جلسة تصوير
Hebron,HN950,خصم 8%
Hebron,HN951,لقاء مجاني لبرنامج من اختيارك
Hebron,HN952,لقاء مجاني لبرنامج من اختيارك
Hebron,HN953,خصم 5%
Hebron,HN955,خصم الأصحاب
Hebron,HN956,دورة مهارات الحاسوب
Hebron,HN957,خصم المسجلين المبكرين 10%
Hebron,HN958,جلسة تصوير
Hebron,HN959,2 بسعر 1 للدورات القصيرة
Hebron,HN960,جلسة تصوير
Hebron,HN961,هدية فورية
Hebron,HN962,خصم 8%
Hebron,HN963,دورة لغة انجليزية
Hebron,HN964,لقاء مجاني لبرنامج من اختيارك
Hebron,HN965,خدمة تجميل
Hebron,HN966,خصم المسجلين المبكرين 10%
Hebron,HN967,خدمة تجميل
Hebron,HN969,دورة مهارات الحاسوب
Hebron,HN971,خصم الأصحاب
Hebron,HN972,هدية فورية
Hebron,HN973,خصم 8%
Hebron,HN974,2 بسعر 1 للدورات القصيرة
Hebron,HN977,جلسة تصوير
Hebron,HN978,2 بسعر 1 للدورات القصيرة
Hebron,HN979,خصم 8%
Hebron,HN980,خصم المسجلين المبكرين 10%
Hebron,HN982,هدية فورية
Hebron,HN983,دورة لغة انجليزية
Hebron,HN984,خصم المسجلين المبكرين 10%
Hebron,HN985,خصم 5%
Hebron,HN986,لقاء مجاني لبرنامج من اختيارك
Hebron,HN987,2 بسعر 1 للدورات القصيرة
Hebron,HN988,2 بسعر 1 للدورات القصيرة
Hebron,HN989,خدمة تجميل
Hebron,HN990,خصم الأصحاب
Hebron,HN991,خصم المسجلين المبكرين 10%
Hebron,HN992,خصم المسجلين المبكرين 10%
Hebron,HN993,خصم المسجلين المبكرين 10%
Hebron,HN994,خدمة تجميل
Hebron,HN995,خصم المسجلين المبكرين 10%
Hebron,HN996,خصم المسجلين المبكرين 10%
Hebron,HN998,خصم 8%
Hebron,HN999,خدمة تجميل
Jenin,JN000,خصم المسجلين المبكرين 10%
Jenin,JN001,خدمة تجميل
Jenin,JN002,لقاء مجاني لبرنامج من اختيارك
Jenin,JN003,خصم المسجلين المبكرين 10%
Jenin,JN004,لقاء مجاني لبرنامج من اختيارك
Jenin,JN005,خصم 8%
Jenin,JN006,خدمة تجميل
Jenin,JN007,خصم الأصحاب
Jenin,JN008,دورة مهارات الحاسوب
Jenin,JN009,لقاء مجاني لبرنامج من اختيارك
Jenin,JN010,خدمة تجميل
Jenin,JN011,خصم 5%
Jenin,JN012,2 بسعر 1 للدورات القصيرة
Jenin,JN013,جلسة تصوير
Jenin,JN014,خصم المسجلين المبكرين 10%
Jenin,JN015,خصم 5%
Jenin,JN016,دورة لغة انجليزية
Jenin,JN017,سحب على الجائزة الكبرى
Jenin,JN018,خصم المسجلين المبكرين 10%
Jenin,JN019,سحب على الجائزة الكبرى
Jenin,JN020,لقاء مجاني لبرنامج من اختيارك
Jenin,JN021,لقاء مجاني لبرنامج من اختيارك
Jenin,JN022,خصم 8%
Jenin,JN023,خصم 8%
Jenin,JN024,خصم 5%
Jenin,JN025,دورة لغة انجليزية
Jenin,JN026,سحب على الجائزة الكبرى
Jenin,JN027,خدمة تجميل
Jenin,JN028,جلسة تصوير
Jenin,JN029,خصم 8%
Jenin,JN030,خصم 5%
Jenin,JN031,2 بسعر 1 للدورات القصيرة
Jenin,JN032,2 بسعر 1 للدورات القصيرة
Jenin,JN033,لقاء مجاني لبرنامج من اختيارك
Jenin,JN034,خصم المسجلين المبكرين 10%
Jenin,JN035,خصم المسجلين المبكرين 10%
Jenin,JN036,خصم الأصحاب
Jenin,JN037,خصم 5%
Jenin,JN038,جلسة تصوير
Jenin,JN040,2 بسعر 1 للدورات القصيرة
Jenin,JN042,سحب على الجائزة الكبرى
Jenin,JN043,خصم 8%
Jenin,JN044,خصم 5%
Jenin,JN045,خصم 5%
Jenin,JN046,سحب على الجائزة الكبرى
Jenin,JN048,2 بسعر 1 للدورات القصيرة
Jenin,JN049,دورة مهارات الحاسوب
Jenin,JN050,2 بسعر 1 للدورات القصيرة
Jenin,JN051,خصم الأصحاب
Jenin,JN052,خصم 8%
Jenin,JN053,خصم 8%
Jenin,JN054,خصم الأصحاب
Jenin,JN055,خصم المسجلين المبكرين 10%
Jenin,JN056,لقاء مجاني لبرنامج من اختيارك
Jenin,JN057,خصم 8%
Jenin,JN058,جلسة تصوير
Jenin,JN059,خصم المسجلين المبكرين 10%
Jenin,JN060,خدمة تجميل
Jenin,JN061,خصم الأصحاب
Jenin,JN062,خصم المسجلين المبكرين 10%
Jenin,JN063,جلسة تصوير
Jenin,JN064,خصم المسجلين المبكرين 10%
Jenin,JN065,خصم 5%
Jenin,JN066,جلسة تصوير
Jenin,JN067,خصم المسجلين المبكرين 10%
Jenin,JN068,خصم المسجلين المبكرين 10%
Jenin,JN069,خصم 8%
Jenin,JN070,لقاء مجاني لبرنامج من اختيارك
Jenin,JN071,لقاء مجاني لبرنامج من اختيارك
Jenin,JN072,خصم المسجلين المبكرين 10%
Jenin,JN073,لقاء مجاني لبرنامج من اختيارك
Jenin,JN074,خصم المسجلين المبكرين 10%
Jenin,JN076,دورة مهارات الحاسوب
Jenin,JN077,2 بسعر 1 للدورات القصيرة
Jenin,JN078,دورة مهارات الحاسوب
Jenin,JN079,خصم الأصحاب
Jenin,JN080,خصم المسجلين المبكرين 10%
Jenin,JN081,هدية فورية
Jenin,JN082,2 بسعر 1 للدورات القصيرة
Jenin,JN083,2 بسعر 1 للدورات القصيرة
Jenin,JN084,خدمة تجميل
Jenin,JN085,خصم 5%
Jenin,JN086,2 بسعر 1 للدورات القصيرة
Jenin,JN087,خدمة تجميل
Jenin,JN088,2 بسعر 1 للدورات القصيرة
Jenin,JN089,خصم المسجلين المبكرين 10%
Jenin,JN090,خصم المسجلين المبكرين 10%
Jenin,JN091,هدية فورية
Jenin,JN092,خصم المسجلين المبكرين 10%
Jenin,JN094,هدية فورية
Jenin,JN095,خصم الأصحاب
Jenin,JN096,خصم 8%
Jenin,JN097,خصم الأصحاب
Jenin,JN098,لقاء مجاني لبرنامج من اختيارك
Jenin,JN099,خصم 5%
Jenin,JN101,دورة لغة انجليزية
Jenin,JN102,دورة لغة انجليزية
Jenin,JN103,خصم الأصحاب
Jenin,JN104,سحب على الجائزة الكبرى
Jenin,JN105,خصم 8%
Jenin,JN106,خدمة تجميل
Jenin,JN107,هدية فورية
Jenin,JN108,هدية فورية
Jenin,JN109,خصم الأصحاب
Jenin,JN110,2 بسعر 1 للدورات القصيرة
Jenin,JN111,خصم الأصحاب
Jenin,JN112,خصم المسجلين المبكرين 10%
Jenin,JN113,خصم المسجلين المبكرين 10%
Jenin,JN114,خصم الأصحاب
Jenin,JN115,خصم المسجلين المبكرين 10%
Jenin,JN116,خصم الأصحاب
Jenin,JN117,خصم المسجلين المبكرين 10%
Jenin,JN119,دورة مهارات الحاسوب
Jenin,JN120,خصم الأصحاب
Jenin,JN122,خصم 8%
Jenin,JN123,سحب على الجائزة الكبرى
Jenin,JN124,خصم 5%
Jenin,JN125,خصم الأصحاب
Jenin,JN127,خصم 5%
Jenin,JN128,خدمة تجميل
Jenin,JN129,خصم 8%
Jenin,JN130,لقاء مجاني لبرنامج من اختيارك
Jenin,JN132,دورة مهارات الحاسوب
Jenin,JN134,لقاء مجاني لبرنامج من اختيارك
Jenin,JN135,دورة مهارات الحاسوب
Jenin,JN136,دورة مهارات الحاسوب
Jenin,JN137,2 بسعر 1 للدورات القصيرة
Jenin,JN138,جلسة تصوير
Jenin,JN139,لقاء مجاني لبرنامج من اختيارك
Jenin,JN140,خصم 5%
Jenin,JN141,خصم 8%
Jenin,JN142,لقاء مجاني لبرنامج من اختيارك
Jenin,JN143,2 بسعر 1 للدورات القصيرة
Jenin,JN144,خصم 8%
Jenin,JN145,خصم 8%
Jenin,JN146,خصم الأصحاب
Jenin,JN147,خصم 5%
Jenin,JN148,دورة لغة انجليزية
Jenin,JN149,دورة لغة انجليزية
Jenin,JN150,خصم 8%
Jenin,JN151,سحب على الجائزة الكبرى
Jenin,JN152,خصم المسجلين المبكرين 10%
Jenin,JN154,سحب على الجائزة الكبرى
Jenin,JN155,جلسة تصوير
Jenin,JN156,دورة لغة انجليزية
Jenin,JN158,دورة لغة انجليزية
Jenin,JN159,خصم المسجلين المبكرين 10%
Jenin,JN160,جلسة تصوير
Jenin,JN161,2 بسعر 1 للدورات القصيرة
Jenin,JN162,خصم 8%
Jenin,JN163,لقاء مجاني لبرنامج من اختيارك
Jenin,JN164,خصم المسجلين المبكرين 10%
Jenin,JN165,خصم 8%
Jenin,JN166,لقاء مجاني لبرنامج من اختيارك
Jenin,JN167,خصم المسجلين المبكرين 10%
Jenin,JN168,هدية فورية
Jenin,JN169,2 بسعر 1 للدورات القصيرة
Jenin,JN170,جلسة تصوير
Jenin,JN171,دورة مهارات الحاسوب
Jenin,JN172,خصم 8%
Jenin,JN173,لقاء مجاني لبرنامج من اختيارك
Jenin,JN174,جلسة تصوير
Jenin,JN175,خصم الأصحاب
Jenin,JN176,خصم 5%
Jenin,JN178,خدمة تجميل
Jenin,JN179,خصم 8%
Jenin,JN181,جلسة تصوير
Jenin,JN182,دورة مهارات الحاسوب
Jenin,JN183,خصم المسجلين المبكرين 10%
Jenin,JN184,دورة مهارات الحاسوب
Jenin,JN185,خصم المسجلين المبكرين 10%
Jenin,JN186,هدية فورية
Jenin,JN187,خصم 5%
Jenin,JN188,دورة لغة انجليزية
Jenin,JN189,خصم الأصحاب
Jenin,JN190,هدية فورية
Jenin,JN192,خصم 8%
Jenin,JN193,خصم 8%
Jenin,JN194,2 بسعر 1 للدورات القصيرة
Jenin,JN195,هدية فورية
Jenin,JN196,خصم المسجلين المبكرين 10%
Jenin,JN197,2 بسعر 1 للدورات القصيرة
Jenin,JN198,دورة لغة انجليزية
Jenin,JN199,خصم 8%
Jenin,JN200,خصم 5%
Jenin,JN201,خصم 5%
Jenin,JN202,خصم 5%
Jenin,JN203,خصم 5%
Jenin,JN204,2 بسعر 1 للدورات القصيرة
Jenin,JN205,خصم 8%
Jenin,JN206,لقاء مجاني لبرنامج من اختيارك
Jenin,JN207,لقاء مجاني لبرنامج من اختيارك
Jenin,JN208,هدية فورية
Jenin,JN209,لقاء مجاني لبرنامج من اختيارك
Jenin,JN210,دورة لغة انجليزية
Jenin,JN211,خصم 5%
Jenin,JN212,جلسة تصوير
Jenin,JN213,خصم 5%
Jenin,JN214,خصم الأصحاب
Jenin,JN215,جلسة تصوير
Jenin,JN216,سحب على الجائزة الكبرى
Jenin,JN217,2 بسعر 1 للدورات القصيرة
Jenin,JN218,سحب على الجائزة الكبرى
Jenin,JN219,سحب على الجائزة الكبرى
Jenin,JN220,خصم 8%
Jenin,JN221,خصم 8%
Jenin,JN223,خصم المسجلين المبكرين 10%
Jenin,JN224,خصم 8%
Jenin,JN225,هدية فورية
Jenin,JN226,خصم الأصحاب
Jenin,JN227,2 بسعر 1 للدورات القصيرة
Jenin,JN228,دورة لغة انجليزية
Jenin,JN229,2 بسعر 1 للدورات القصيرة
Jenin,JN230,هدية فورية
Jenin,JN231,هدية فورية
Jenin,JN232,هدية فورية
Jenin,JN234,هدية فورية
Jenin,JN235,خصم المسجلين المبكرين 10%
Jenin,JN236,خصم 8%
Jenin,JN237,خدمة تجميل
Jenin,JN238,خصم الأصحاب
Jenin,JN239,خدمة تجميل
Jenin,JN241,سحب على الجائزة الكبرى
Jenin,JN242,لقاء مجاني لبرنامج من اختيارك
Jenin,JN243,خصم الأصحاب
Jenin,JN244,خصم 5%
Jenin,JN245,جلسة تصوير
Jenin,JN246,لقاء مجاني لبرنامج من اختيارك
Jenin,JN247,لقاء مجاني لبرنامج من اختيارك
Jenin,JN248,خصم 5%
Jenin,JN249,2 بسعر 1 للدورات القصيرة
Jenin,JN250,خصم الأصحاب
Jenin,JN251,خصم 8%
Jenin,JN252,2 بسعر 1 للدورات القصيرة
Jenin,JN253,خصم الأصحاب
Jenin,JN254,جلسة تصوير
Jenin,JN256,خصم المسجلين المبكرين 10%
Jenin,JN257,هدية فورية
Jenin,JN258,خصم 8%
Jenin,JN259,لقاء مجاني لبرنامج من اختيارك
Jenin,JN260,خصم 8%
Jenin,JN261,2 بسعر 1 للدورات القصيرة
Jenin,JN262,خصم الأصحاب
Jenin,JN263,سحب على الجائزة الكبرى
Jenin,JN264,خصم 8%
Jenin,JN265,2 بسعر 1 للدورات القصيرة
Jenin,JN266,خصم الأصحاب
Jenin,JN267,خصم المسجلين المبكرين 10%
Jenin,JN268,هدية فورية
Jenin,JN269,خصم 5%
Jenin,JN270,خصم المسجلين المبكرين 10%
Jenin,JN271,لقاء مجاني لبرنامج من اختيارك
Jenin,JN273,خصم 5%
Jenin,JN274,خصم 8%
Jenin,JN275,لقاء مجاني لبرنامج من اختيارك
Jenin,JN276,خصم المسجلين المبكرين 10%
Jenin,JN277,لقاء مجاني لبرنامج من اختيارك
Jenin,JN278,دورة مهارات الحاسوب
Jenin,JN279,سحب على الجائزة الكبرى
Jenin,JN280,خصم المسجلين المبكرين 10%
Jenin,JN281,خصم المسجلين المبكرين 10%
Jenin,JN282,2 بسعر 1 للدورات القصيرة
Jenin,JN283,خصم الأصحاب
Jenin,JN284,خصم 8%
Jenin,JN285,لقاء مجاني لبرنامج من اختيارك
Jenin,JN286,لقاء مجاني لبرنامج من اختيارك
Jenin,JN287,خصم 8%
Jenin,JN288,خصم 5%
Jenin,JN289,2 بسعر 1 للدورات القصيرة
Jenin,JN290,2 بسعر 1 للدورات القصيرة
Jenin,JN291,خصم الأصحاب
Jenin,JN292,خصم 8%
Jenin,JN293,خصم 5%
Jenin,JN294,دورة لغة انجليزية
Jenin,JN296,خصم 8%
Jenin,JN297,خصم 5%
Jenin,JN298,خصم المسجلين المبكرين 10%
Jenin,JN299,خصم المسجلين المبكرين 10%
Jenin,JN300,دورة لغة انجليزية
Jenin,JN302,خدمة تجميل
Jenin,JN304,لقاء مجاني لبرنامج من اختيارك
Jenin,JN305,خصم 5%
Jenin,JN306,سحب على الجائزة الكبرى
Jenin,JN308,2 بسعر 1 للدورات القصيرة
Jenin,JN310,2 بسعر 1 للدورات القصيرة
Jenin,JN311,2 بسعر 1 للدورات القصيرة
Jenin,JN313,خصم الأصحاب
Jenin,JN314,هدية فورية
Jenin,JN315,خصم 5%
Jenin,JN316,جلسة تصوير
Jenin,JN320,خصم 5%
Jenin,JN321,خصم المسجلين المبكرين 10%
Jenin,JN323,خصم 8%
Jenin,JN324,خصم المسجلين المبكرين 10%
Jenin,JN325,هدية فورية
Jenin,JN326,خصم المسجلين المبكرين 10%
Jenin,JN327,2 بسعر 1 للدورات القصيرة
Jenin,JN328,خصم المسجلين المبكرين 10%
Jenin,JN329,لقاء مجاني لبرنامج من اختيارك
Jenin,JN330,دورة مهارات الحاسوب
